ID,Plant,trip,order,Timestamp,leaf_area_(mm²),leaf_dry_mass_(mg),SLA_(mm²/mg),elevation,mean_temp,mean_precip,mean_VPD
LP6A,6,two,five,2/11/24 9:00,33.72,1.195,28.21757322,1702,16.06851667,173.4058,23.41333
LP6B,6,two,five,2/11/24 9:01,29.88,0.981,30.4587156,1702,16.06851667,173.4058,23.41333
LP6C,6,two,five,2/11/24 9:02,25.12,0.914,27.48358862,1702,16.06851667,173.4058,23.41333
LP7A,7,two,five,2/11/24 9:08,15.63,1.044,14.97126437,1702,16.06851667,173.4058,23.41333
LP7B,7,two,five,2/11/24 9:09,16.17,1.038,15.57803468,1702,16.06851667,173.4058,23.41333
LP7C,7,two,five,2/11/24 9:10,17.59,1.064,16.53195489,1702,16.06851667,173.4058,23.41333
LP8A,8,two,five,2/11/24 9:11,35.8,1.741,20.56289489,1702,16.06851667,173.4058,23.41333
LP8B,8,two,five,2/11/24 9:12,27.67,1.228,22.53257329,1702,16.06851667,173.4058,23.41333
LP8C,8,two,five,2/11/24 9:13,27.45,1.47,18.67346939,1702,16.06851667,173.4058,23.41333
LP9A,9,two,five,2/11/24 9:15,61.82,3.01,20.53820598,1702,16.06851667,173.4058,23.41333
LP9B,9,two,five,2/11/24 9:16,56.03,2.731,20.5162944,1702,16.06851667,173.4058,23.41333
LP9C,9,two,five,2/11/24 9:17,52.83,2.265,23.32450331,1702,16.06851667,173.4058,23.41333
LP10A,10,two,five,2/11/24 9:18,44.67,2.157,20.7093185,1702,16.06851667,173.4058,23.41333
LP10B,10,two,five,2/11/24 9:19,51.04,2.451,20.82415341,1702,16.06851667,173.4058,23.41333
LP10C,10,two,five,2/11/24 9:20,46.2,2.313,19.97405966,1702,16.06851667,173.4058,23.41333
LP11A,11,two,five,2/11/24 9:21,41.21,1.84,22.39673913,1702,16.06851667,173.4058,23.41333
LP11B,11,two,five,2/11/24 9:22,37.45,1.725,21.71014493,1702,16.06851667,173.4058,23.41333
LP11C,11,two,five,2/11/24 9:23,39.35,1.901,20.69963177,1702,16.06851667,173.4058,23.41333
LP12A,12,two,five,2/11/24 9:30,45.5,2.443,18.62464183,1702,16.06851667,173.4058,23.41333
LP12B,12,two,five,2/11/24 9:31,43.95,2.184,20.12362637,1702,16.06851667,173.4058,23.41333
LP12C,12,two,five,2/11/24 9:33,44.24,2.389,18.51820846,1702,16.06851667,173.4058,23.41333
LP13A,13,two,five,2/11/24 9:34,26.6,1.148,23.17073171,1702,16.06851667,173.4058,23.41333
LP13B,13,two,five,2/11/24 9:35,17.89,0.861,20.77816492,1702,16.06851667,173.4058,23.41333
LP13C,13,two,five,2/11/24 9:36,17.09,0.767,22.28161669,1702,16.06851667,173.4058,23.41333
LP14A,14,two,five,2/11/24 9:37,21.45,0.731,29.34336525,1702,16.06851667,173.4058,23.41333
LP14B,14,two,five,2/11/24 9:39,29.74,1.253,23.73503591,1702,16.06851667,173.4058,23.41333
LP14C,14,two,five,2/11/24 9:40,27.71,1.152,24.05381944,1702,16.06851667,173.4058,23.41333
LP15A,15,two,five,2/11/24 9:41,61.06,2.978,20.50369375,1702,16.06851667,173.4058,23.41333
LP15B,15,two,five,2/11/24 9:42,44.53,2.313,19.25205361,1702,16.06851667,173.4058,23.41333
LP15C,15,two,five,2/11/24 9:43,45.1,2.191,20.58420812,1702,16.06851667,173.4058,23.41333
LP16A,16,two,five,2/11/24 9:44,25.46,1.401,18.17273376,1702,16.06851667,173.4058,23.41333
LP16B,16,two,five,2/11/24 9:45,36.6,1.807,20.25456558,1702,16.06851667,173.4058,23.41333
LP16C,16,two,five,2/11/24 9:46,32.45,1.519,21.36273864,1702,16.06851667,173.4058,23.41333
LP17A,17,two,five,2/11/24 9:47,27.4,1.452,18.87052342,1702,16.06851667,173.4058,23.41333
LP17B,17,two,five,2/11/24 9:49,30.78,1.66,18.54216867,1702,16.06851667,173.4058,23.41333
LP17C,17,two,five,2/11/24 9:50,23.58,1.38,17.08695652,1702,16.06851667,173.4058,23.41333
LP18A,18,two,five,2/11/24 9:51,17.29,0.743,23.2705249,1702,16.06851667,173.4058,23.41333
LP18B,18,two,five,2/11/24 9:52,25.11,1.197,20.97744361,1702,16.06851667,173.4058,23.41333
LP18C,18,two,five,2/11/24 9:53,19.37,0.897,21.5942029,1702,16.06851667,173.4058,23.41333
LP19A,19,two,five,2/11/24 9:54,22.13,0.961,23.02809573,1702,16.06851667,173.4058,23.41333
LP19B,19,two,five,2/11/24 9:55,20.4,0.946,21.56448203,1702,16.06851667,173.4058,23.41333
LP19C,19,two,five,2/11/24 9:56,17.92,0.726,24.68319559,1702,16.06851667,173.4058,23.41333
LP20A,20,two,five,2/11/24 9:57,18.93,0.845,22.40236686,1702,16.06851667,173.4058,23.41333
LP20B,20,two,five,2/11/24 9:58,20.69,1.05,19.7047619,1702,16.06851667,173.4058,23.41333
LP20C,20,two,five,2/11/24 9:59,19.18,0.865,22.1734104,1702,16.06851667,173.4058,23.41333
LP21A,21,two,five,2/11/24 10:05,23.3,1.479,15.75388776,1702,16.06851667,173.4058,23.41333
LP21B,21,two,five,2/11/24 10:06,18.67,1.243,15.02011263,1702,16.06851667,173.4058,23.41333
LP21C,21,two,five,2/11/24 10:07,17.23,1.115,15.4529148,1702,16.06851667,173.4058,23.41333
LP22A,22,two,five,2/11/24 10:08,18.9,1.1,17.18181818,1702,16.06851667,173.4058,23.41333
LP22B,22,two,five,2/11/24 10:10,15.83,1.078,14.68460111,1702,16.06851667,173.4058,23.41333
LP22C,22,two,five,2/11/24 10:10,16.22,0.954,17.00209644,1702,16.06851667,173.4058,23.41333
LP23A,23,two,five,2/11/24 10:11,37.79,2.364,15.9856176,1702,16.06851667,173.4058,23.41333
LP23B,23,two,five,2/11/24 10:12,35.53,2.393,14.84747179,1702,16.06851667,173.4058,23.41333
LP23C,23,two,five,2/11/24 10:13,35.46,2.188,16.20658135,1702,16.06851667,173.4058,23.41333
LP24A,24,two,five,2/11/24 10:14,38.58,1.73,22.30057803,1702,16.06851667,173.4058,23.41333
LP24B,24,two,five,2/11/24 10:15,31.76,1.387,22.89834174,1702,16.06851667,173.4058,23.41333
LP24C,24,two,five,2/11/24 10:16,31.81,1.201,26.48626145,1702,16.06851667,173.4058,23.41333
LP25A,25,two,five,2/11/24 10:18,53.47,2.147,24.90451793,1702,16.06851667,173.4058,23.41333
LP25B,25,two,five,2/11/24 10:19,39.81,1.58,25.19620253,1702,16.06851667,173.4058,23.41333
LP25C,25,two,five,2/11/24 10:20,24.7,1.255,19.6812749,1702,16.06851667,173.4058,23.41333
LP26A,26,two,five,2/11/24 10:27,37.79,1.862,20.29538131,1702,16.06851667,173.4058,23.41333
LP26B,26,two,five,2/11/24 10:28,31.7,1.456,21.77197802,1702,16.06851667,173.4058,23.41333
LP26C,26,two,five,2/11/24 10:29,27.86,1.356,20.54572271,1702,16.06851667,173.4058,23.41333
LP27A,27,two,five,2/11/24 10:30,26.74,1.445,18.50519031,1702,16.06851667,173.4058,23.41333
LP27B,27,two,five,2/11/24 10:31,21.59,1.009,21.39742319,1702,16.06851667,173.4058,23.41333
LP27C,27,two,five,2/11/24 10:32,23.74,1.12,21.19642857,1702,16.06851667,173.4058,23.41333
LP28A,28,two,five,2/11/24 10:33,41.39,2.064,20.05329457,1702,16.06851667,173.4058,23.41333
LP28B,28,two,five,2/11/24 10:34,33.05,1.803,18.33056018,1702,16.06851667,173.4058,23.41333
LP28C,28,two,five,2/11/24 10:35,28.3,1.296,21.83641975,1702,16.06851667,173.4058,23.41333
LP29A,29,two,five,2/11/24 10:36,33.91,1.913,17.72608468,1702,16.06851667,173.4058,23.41333
LP29B,29,two,five,2/11/24 10:37,40.33,2.301,17.5271621,1702,16.06851667,173.4058,23.41333
LP29C,29,two,five,2/11/24 10:38,35.61,1.976,18.02125506,1702,16.06851667,173.4058,23.41333
LP30A,30,two,five,2/11/24 10:39,41.87,2.888,14.49792244,1702,16.06851667,173.4058,23.41333
LP30B,30,two,five,2/11/24 10:39,46.43,2.61,17.78927203,1702,16.06851667,173.4058,23.41333
LP30C,30,two,five,2/11/24 10:40,37.18,2.403,15.47232626,1702,16.06851667,173.4058,23.41333
AJ1A,1,two,three,2/9/24 10:36,23.75,1.125,21.11111111,1974,17.66388889,97.8662,25.24067
AJ1B,1,two,three,2/9/24 10:37,29.72,1.302,22.82642089,1974,17.66388889,97.8662,25.24067
AJ1C,1,two,three,2/9/24 10:38,17.67,0.961,18.38709677,1974,17.66388889,97.8662,25.24067
AJ2A,2,two,three,2/9/24 10:40,22.59,1.518,14.88142292,1974,17.66388889,97.8662,25.24067
AJ2B,2,two,three,2/9/24 10:41,14.1,0.999,14.11411411,1974,17.66388889,97.8662,25.24067
AJ2C,2,two,three,2/9/24 10:42,15.46,0.724,21.35359116,1974,17.66388889,97.8662,25.24067
AJ3A,3,two,three,2/9/24 10:43,31.55,1.781,17.71476698,1974,17.66388889,97.8662,25.24067
AJ3B,3,two,three,2/9/24 10:44,22.09,1.52,14.53289474,1974,17.66388889,97.8662,25.24067
AJ3C,3,two,three,2/9/24 10:46,24.99,1.621,15.41640962,1974,17.66388889,97.8662,25.24067
AJ4A,4,two,three,2/9/24 10:47,18.8,0.923,20.36836403,1974,17.66388889,97.8662,25.24067
AJ4B,4,two,three,2/9/24 10:48,11.32,0.54,20.96296296,1974,17.66388889,97.8662,25.24067
AJ4C,4,two,three,2/9/24 10:48,16.38,0.707,23.16831683,1974,17.66388889,97.8662,25.24067
AJ5A,5,two,three,2/9/24 10:49,39.66,1.657,23.93482197,1974,17.66388889,97.8662,25.24067
AJ5B,5,two,three,2/9/24 10:50,34.87,1.447,24.09813407,1974,17.66388889,97.8662,25.24067
AJ5C,5,two,three,2/9/24 10:52,47.24,2.019,23.39772164,1974,17.66388889,97.8662,25.24067
AJ6A,6,two,three,2/9/24 10:53,16.81,1.118,15.03577818,1974,17.66388889,97.8662,25.24067
AJ6B,6,two,three,2/9/24 10:54,17.94,1.145,15.66812227,1974,17.66388889,97.8662,25.24067
AJ6C,6,two,three,2/9/24 10:56,7.61,0.657,11.58295282,1974,17.66388889,97.8662,25.24067
AJ7A,7,two,three,2/9/24 10:57,15.79,0.908,17.38986784,1974,17.66388889,97.8662,25.24067
AJ7B,7,two,three,2/9/24 10:58,19.7,1.178,16.72325976,1974,17.66388889,97.8662,25.24067
AJ7C,7,two,three,2/9/24 10:59,11.7,0.727,16.09353508,1974,17.66388889,97.8662,25.24067
AJ8A,8,two,three,2/9/24 11:00,17.82,1.081,16.48473636,1974,17.66388889,97.8662,25.24067
AJ8B,8,two,three,2/9/24 11:01,13.64,1.072,12.7238806,1974,17.66388889,97.8662,25.24067
AJ8C,8,two,three,2/9/24 11:02,16.08,1.261,12.7517843,1974,17.66388889,97.8662,25.24067
AJ9A,9,two,three,2/9/24 11:03,9.22,0.507,18.18540434,1974,17.66388889,97.8662,25.24067
AJ9B,9,two,three,2/9/24 11:04,11.51,0.554,20.77617329,1974,17.66388889,97.8662,25.24067
AJ9C,9,two,three,2/9/24 11:05,14.32,0.659,21.72989378,1974,17.66388889,97.8662,25.24067
AJ10A,10,two,three,2/9/24 11:07,18.36,1.192,15.40268456,1974,17.66388889,97.8662,25.24067
AJ10B,10,two,three,2/9/24 11:08,25.58,1.537,16.64281067,1974,17.66388889,97.8662,25.24067
AJ10C,10,two,three,2/9/24 11:09,16.84,1.111,15.15751575,1974,17.66388889,97.8662,25.24067
AJ11A,11,two,three,2/9/24 11:15,27.54,1.392,19.78448276,1974,17.66388889,97.8662,25.24067
AJ11B,11,two,three,2/9/24 11:16,20.67,1.208,17.11092715,1974,17.66388889,97.8662,25.24067
AJ11C,11,two,three,2/9/24 11:17,11.71,0.623,18.79614767,1974,17.66388889,97.8662,25.24067
AJ12A,12,two,three,2/9/24 11:18,19.3,0.913,21.13910186,1974,17.66388889,97.8662,25.24067
AJ12B,12,two,three,2/9/24 11:19,19.66,0.975,20.16410256,1974,17.66388889,97.8662,25.24067
AJ12C,12,two,three,2/9/24 11:20,22.48,1.138,19.75395431,1974,17.66388889,97.8662,25.24067
AJ13A,13,two,three,2/9/24 11:21,23.76,1.252,18.97763578,1974,17.66388889,97.8662,25.24067
AJ13B,13,two,three,2/9/24 11:22,20.44,1.184,17.26351351,1974,17.66388889,97.8662,25.24067
AJ13C,13,two,three,2/9/24 11:23,20.73,0.989,20.96056623,1974,17.66388889,97.8662,25.24067
AJ14A,14,two,three,2/9/24 11:24,22.65,1.08,20.97222222,1974,17.66388889,97.8662,25.24067
AJ14B,14,two,three,2/9/24 11:25,12.36,0.638,19.37304075,1974,17.66388889,97.8662,25.24067
AJ14C,14,two,three,2/9/24 11:26,20.1,0.812,24.75369458,1974,17.66388889,97.8662,25.24067
AJ15A,15,two,three,2/9/24 11:28,9.75,0.588,16.58163265,1974,17.66388889,97.8662,25.24067
AJ15B,15,two,three,2/9/24 11:29,18.15,1.061,17.1065033,1974,17.66388889,97.8662,25.24067
AJ15C,15,two,three,2/9/24 11:30,27.56,1.131,24.36781609,1974,17.66388889,97.8662,25.24067
AJ16A,16,two,three,2/9/24 11:31,12.32,0.776,15.87628866,1974,17.66388889,97.8662,25.24067
AJ16B,16,two,three,2/9/24 11:32,26.52,1.287,20.60606061,1974,17.66388889,97.8662,25.24067
AJ16C,16,two,three,2/9/24 11:33,12.01,0.648,18.53395062,1974,17.66388889,97.8662,25.24067
AJ17A,17,two,three,2/9/24 11:34,24.71,1.07,23.09345794,1974,17.66388889,97.8662,25.24067
AJ17B,17,two,three,2/9/24 11:35,11.66,0.723,16.12724758,1974,17.66388889,97.8662,25.24067
AJ17C,17,two,three,2/12/24 21:04,15.36,0.703,21.84921764,1974,17.66388889,97.8662,25.24067
AJ18A,18,two,three,2/12/24 21:05,15.04,0.619,24.29725363,1974,17.66388889,97.8662,25.24067
AJ18B,18,two,three,2/12/24 21:06,15.53,0.743,20.90174966,1974,17.66388889,97.8662,25.24067
AJ18C,18,two,three,2/12/24 21:07,17.2,0.862,19.95359629,1974,17.66388889,97.8662,25.24067
AJ19A,19,two,three,2/12/24 21:07,20.68,1.24,16.67741935,1974,17.66388889,97.8662,25.24067
AJ19B,19,two,three,2/12/24 21:07,18.01,0.978,18.41513292,1974,17.66388889,97.8662,25.24067
AJ19C,19,two,three,2/12/24 21:08,16.87,0.971,17.3738414,1974,17.66388889,97.8662,25.24067
AJ20A,20,two,three,2/12/24 21:08,19.09,0.922,20.70498915,1974,17.66388889,97.8662,25.24067
AJ20B,20,two,three,2/12/24 21:08,18.62,1.03,18.0776699,1974,17.66388889,97.8662,25.24067
AJ20C,20,two,three,2/12/24 21:09,16.22,0.993,16.33434038,1974,17.66388889,97.8662,25.24067
AJ21A,21,two,three,2/12/24 21:09,32.95,1.25,26.36,1974,17.66388889,97.8662,25.24067
AJ21B,21,two,three,2/12/24 21:10,18.48,0.925,19.97837838,1974,17.66388889,97.8662,25.24067
AJ21C,21,two,three,2/12/24 21:10,20.89,1.04,20.08653846,1974,17.66388889,97.8662,25.24067
AJ22A,22,two,three,2/12/24 21:10,32.28,1.161,27.80361757,1974,17.66388889,97.8662,25.24067
AJ22B,22,two,three,2/12/24 21:10,36.73,1.11,33.09009009,1974,17.66388889,97.8662,25.24067
AJ22C,22,two,three,2/12/24 21:11,61.01,2.135,28.57611241,1974,17.66388889,97.8662,25.24067
AJ23A,23,two,three,2/12/24 21:11,36.61,1.918,19.08759124,1974,17.66388889,97.8662,25.24067
AJ23B,23,two,three,2/12/24 21:11,25.4,1.264,20.09493671,1974,17.66388889,97.8662,25.24067
AJ23C,23,two,three,2/12/24 21:11,30.84,1.259,24.49563145,1974,17.66388889,97.8662,25.24067
AJ24A,24,two,three,2/12/24 21:12,41.33,2.397,17.24238632,1974,17.66388889,97.8662,25.24067
AJ24B,24,two,three,2/12/24 21:12,52.9,2.937,18.01157644,1974,17.66388889,97.8662,25.24067
AJ24C,24,two,three,2/12/24 21:12,36.23,2.347,15.43672774,1974,17.66388889,97.8662,25.24067
AJ25A,25,two,three,2/12/24 21:13,15.13,0.77,19.64935065,1974,17.66388889,97.8662,25.24067
AJ25B,25,two,three,2/12/24 21:13,18.24,0.867,21.03806228,1974,17.66388889,97.8662,25.24067
AJ25C,25,two,three,2/12/24 21:13,17.13,0.895,19.1396648,1974,17.66388889,97.8662,25.24067
AJ26A,26,two,three,2/12/24 21:14,15.15,0.931,16.27282492,1974,17.66388889,97.8662,25.24067
AJ26B,26,two,three,2/9/24 12:07,15.31,0.909,16.84268427,1974,17.66388889,97.8662,25.24067
AJ26C,26,two,three,2/9/24 12:08,7.63,0.414,18.42995169,1974,17.66388889,97.8662,25.24067
AJ27A,27,two,three,2/9/24 12:09,31.4,1.26,24.92063492,1974,17.66388889,97.8662,25.24067
AJ27B,27,two,three,2/9/24 12:10,18.81,0.927,20.29126214,1974,17.66388889,97.8662,25.24067
AJ27C,27,two,three,2/9/24 12:12,23.09,1.027,22.48296008,1974,17.66388889,97.8662,25.24067
AJ28A,28,two,three,2/9/24 12:16,20.84,1.335,15.61048689,1974,17.66388889,97.8662,25.24067
AJ28B,28,two,three,2/9/24 12:17,32.56,1.543,21.10174984,1974,17.66388889,97.8662,25.24067
AJ28C,28,two,three,2/9/24 12:18,31.34,1.75,17.90857143,1974,17.66388889,97.8662,25.24067
AJ29A,29,two,three,2/9/24 12:19,20.68,1.231,16.79935012,1974,17.66388889,97.8662,25.24067
AJ29B,29,two,three,2/9/24 12:20,21.94,1.375,15.95636364,1974,17.66388889,97.8662,25.24067
AJ29C,29,two,three,2/9/24 12:21,26.82,1.63,16.45398773,1974,17.66388889,97.8662,25.24067
AJ30A,30,two,three,2/9/24 12:22,26.34,1.274,20.67503925,1974,17.66388889,97.8662,25.24067
AJ30B,30,two,three,2/9/24 12:23,31.15,1.571,19.82813495,1974,17.66388889,97.8662,25.24067
AJ30C,30,two,three,2/9/24 12:24,31.57,1.544,20.44689119,1974,17.66388889,97.8662,25.24067
WP1A,1,two,six,2/11/24 12:10,33.87,1.286,26.33748056,3265,14.62777778,188.7728,20.37833
WP1B,1,two,six,2/11/24 12:11,31.31,1.643,19.05660377,3265,14.62777778,188.7728,20.37833
WP1C,1,two,six,2/11/24 12:12,30.15,1.336,22.56736527,3265,14.62777778,188.7728,20.37833
WP2A,2,two,six,2/11/24 12:13,26.22,1.375,19.06909091,3265,14.62777778,188.7728,20.37833
WP2B,2,two,six,2/11/24 12:14,22.41,1.119,20.02680965,3265,14.62777778,188.7728,20.37833
WP2C,2,two,six,2/11/24 12:15,19.23,0.995,19.32663317,3265,14.62777778,188.7728,20.37833
WP3A,3,two,six,2/11/24 12:16,26.8,1.441,18.5981957,3265,14.62777778,188.7728,20.37833
WP3B,3,two,six,2/11/24 12:17,26.91,1.305,20.62068966,3265,14.62777778,188.7728,20.37833
WP3C,3,two,six,2/11/24 12:18,19.77,0.981,20.1529052,3265,14.62777778,188.7728,20.37833
WP4A,4,two,six,2/11/24 12:19,27.61,1.41,19.58156028,3265,14.62777778,188.7728,20.37833
WP4B,4,two,six,2/11/24 12:20,22.69,1.366,16.61054173,3265,14.62777778,188.7728,20.37833
WP4C,4,two,six,2/11/24 12:21,23.26,1.51,15.40397351,3265,14.62777778,188.7728,20.37833
WP5A,5,two,six,2/11/24 12:22,33.97,2.069,16.41855969,3265,14.62777778,188.7728,20.37833
WP5B,5,two,six,2/11/24 12:22,34.15,2.068,16.51353965,3265,14.62777778,188.7728,20.37833
WP5C,5,two,six,2/11/24 12:23,14.98,0.845,17.72781065,3265,14.62777778,188.7728,20.37833
WP6A,6,two,six,2/11/24 12:30,23.4,1.219,19.19606235,3265,14.62777778,188.7728,20.37833
WP6B,6,two,six,2/11/24 12:31,27.4,1.131,24.22634836,3265,14.62777778,188.7728,20.37833
WP6C,6,two,six,2/11/24 12:32,20.34,0.952,21.36554622,3265,14.62777778,188.7728,20.37833
WP7A,7,two,six,2/11/24 12:33,24.59,1.191,20.64651553,3265,14.62777778,188.7728,20.37833
WP7B,7,two,six,2/11/24 12:33,16.14,1.017,15.87020649,3265,14.62777778,188.7728,20.37833
WP7C,7,two,six,2/11/24 12:34,23.17,1.207,19.1963546,3265,14.62777778,188.7728,20.37833
WP8A,8,two,six,2/11/24 12:36,26.33,1.282,20.53822153,3265,14.62777778,188.7728,20.37833
WP8B,8,two,six,2/11/24 12:36,19,0.928,20.47413793,3265,14.62777778,188.7728,20.37833
WP8C,8,two,six,2/11/24 12:37,15.77,0.967,16.3081696,3265,14.62777778,188.7728,20.37833
WP9A,9,two,six,2/11/24 12:39,25.82,1.919,13.45492444,3265,14.62777778,188.7728,20.37833
WP9B,9,two,six,2/11/24 12:40,23.48,1.425,16.47719298,3265,14.62777778,188.7728,20.37833
WP9C,9,two,six,2/11/24 12:41,20.5,1.286,15.94090202,3265,14.62777778,188.7728,20.37833
WP10A,10,two,six,2/11/24 12:42,21.41,1.165,18.3776824,3265,14.62777778,188.7728,20.37833
WP10B,10,two,six,2/11/24 12:42,23.83,1.308,18.21865443,3265,14.62777778,188.7728,20.37833
WP10C,10,two,six,2/11/24 12:43,18.71,0.951,19.67402734,3265,14.62777778,188.7728,20.37833
WP11A,11,two,six,2/11/24 12:44,28.54,1.257,22.70485282,3265,14.62777778,188.7728,20.37833
WP11B,11,two,six,2/11/24 12:45,25.08,1.041,24.09221902,3265,14.62777778,188.7728,20.37833
WP11C,11,two,six,2/11/24 12:46,17.81,0.798,22.31829574,3265,14.62777778,188.7728,20.37833
WP12A,12,two,six,2/11/24 12:47,37.43,2.302,16.25977411,3265,14.62777778,188.7728,20.37833
WP12B,12,two,six,2/11/24 12:48,36.13,2.04,17.71078431,3265,14.62777778,188.7728,20.37833
WP12C,12,two,six,2/11/24 12:49,28.97,1.796,16.13028953,3265,14.62777778,188.7728,20.37833
WP13A,13,two,six,2/11/24 12:55,32.22,1.623,19.85212569,3265,14.62777778,188.7728,20.37833
WP13B,13,two,six,2/11/24 12:55,26.91,1.281,21.00702576,3265,14.62777778,188.7728,20.37833
WP13C,13,two,six,2/11/24 12:56,20.49,1.259,16.27482129,3265,14.62777778,188.7728,20.37833
WP14A,14,two,six,2/14/24 10:15,33.7,1.745,19.31232092,3265,14.62777778,188.7728,20.37833
WP14B,14,two,six,2/14/24 10:16,29.59,1.616,18.31064356,3265,14.62777778,188.7728,20.37833
WP14C,14,two,six,2/14/24 10:16,24.17,1.238,19.52342488,3265,14.62777778,188.7728,20.37833
WP15A,15,two,six,2/14/24 10:16,56,2.697,20.76381164,3265,14.62777778,188.7728,20.37833
WP15B,15,two,six,2/14/24 10:17,39.75,2.112,18.82102273,3265,14.62777778,188.7728,20.37833
WP15C,15,two,six,2/14/24 10:17,28.9,1.516,19.06332454,3265,14.62777778,188.7728,20.37833
WP16A,16,two,six,2/14/24 10:17,33.59,1.684,19.94655582,3265,14.62777778,188.7728,20.37833
WP16B,16,two,six,2/14/24 10:18,36.07,1.825,19.76438356,3265,14.62777778,188.7728,20.37833
WP16C,16,two,six,2/14/24 10:18,25.51,1.304,19.56288344,3265,14.62777778,188.7728,20.37833
WP17A,17,two,six,2/14/24 10:18,27.18,1.433,18.96720167,3265,14.62777778,188.7728,20.37833
WP17B,17,two,six,2/14/24 10:19,32.58,1.607,20.27380212,3265,14.62777778,188.7728,20.37833
WP17C,17,two,six,2/14/24 10:19,29.05,1.408,20.63210227,3265,14.62777778,188.7728,20.37833
WP18A,18,two,six,2/14/24 10:20,40.49,2.578,15.70597362,3265,14.62777778,188.7728,20.37833
WP18B,18,two,six,2/14/24 10:20,19.37,1.122,17.26381462,3265,14.62777778,188.7728,20.37833
WP18C,18,two,six,2/14/24 10:21,18.65,1.113,16.75651393,3265,14.62777778,188.7728,20.37833
WP19A,19,two,six,2/14/24 10:21,26.67,1.401,19.03640257,3265,14.62777778,188.7728,20.37833
WP19B,19,two,six,2/14/24 10:21,25.32,1.571,16.11712285,3265,14.62777778,188.7728,20.37833
WP19C,19,two,six,2/14/24 10:22,23.12,1.168,19.79452055,3265,14.62777778,188.7728,20.37833
WP20A,20,two,six,2/14/24 10:22,40.69,2.356,17.27079796,3265,14.62777778,188.7728,20.37833
WP20B,20,two,six,2/14/24 10:23,43.76,2.64,16.57575758,3265,14.62777778,188.7728,20.37833
WP20C,20,two,six,2/14/24 10:23,42.59,2.379,17.90248003,3265,14.62777778,188.7728,20.37833
WP21A,21,two,six,2/14/24 10:24,17.94,0.853,21.03165299,3265,14.62777778,188.7728,20.37833
WP21B,21,two,six,2/14/24 10:24,17.57,0.911,19.28649835,3265,14.62777778,188.7728,20.37833
WP21C,21,two,six,2/14/24 10:24,20.38,1.087,18.74885005,3265,14.62777778,188.7728,20.37833
WP22A,22,two,six,2/14/24 10:25,26.05,1.673,15.57083084,3265,14.62777778,188.7728,20.37833
WP22B,22,two,six,2/14/24 10:25,20.03,1.123,17.83615316,3265,14.62777778,188.7728,20.37833
WP22C,22,two,six,2/14/24 10:25,20.55,1.153,17.82307025,3265,14.62777778,188.7728,20.37833
WP23A,23,two,six,2/14/24 10:26,14.34,0.929,15.43595264,3265,14.62777778,188.7728,20.37833
WP23B,23,two,six,2/14/24 10:26,26.31,1.582,16.63084703,3265,14.62777778,188.7728,20.37833
WP23C,23,two,six,2/14/24 10:26,20.24,1.11,18.23423423,3265,14.62777778,188.7728,20.37833
WP24A,24,two,six,2/14/24 10:27,23.1,1.379,16.75126904,3265,14.62777778,188.7728,20.37833
WP24B,24,two,six,2/14/24 10:28,35.04,2.426,14.44352844,3265,14.62777778,188.7728,20.37833
WP24C,24,two,six,2/14/24 10:28,31.65,2.148,14.73463687,3265,14.62777778,188.7728,20.37833
WP25A,25,two,six,2/11/24 13:49,28.9,1.451,19.91729841,3265,14.62777778,188.7728,20.37833
WP25B,25,two,six,2/11/24 13:49,33.21,1.401,23.70449679,3265,14.62777778,188.7728,20.37833
WP25C,25,two,six,2/11/24 13:50,31.95,1.608,19.86940299,3265,14.62777778,188.7728,20.37833
WP26A,26,two,six,2/11/24 13:51,28.54,1.602,17.81523096,3265,14.62777778,188.7728,20.37833
WP26B,26,two,six,2/11/24 13:52,25.4,1.492,17.02412869,3265,14.62777778,188.7728,20.37833
WP26C,26,two,six,2/11/24 13:53,23,1.22,18.85245902,3265,14.62777778,188.7728,20.37833
WP27A,27,two,six,2/11/24 13:54,51.81,3.186,16.26177024,3265,14.62777778,188.7728,20.37833
WP27B,27,two,six,2/11/24 13:54,46.93,2.696,17.40727003,3265,14.62777778,188.7728,20.37833
WP27C,27,two,six,2/11/24 13:55,33.36,1.778,18.76265467,3265,14.62777778,188.7728,20.37833
WP28A,28,two,six,2/11/24 13:56,34.14,2.744,12.44169096,3265,14.62777778,188.7728,20.37833
WP28B,28,two,six,2/11/24 13:57,32.08,1.724,18.60788863,3265,14.62777778,188.7728,20.37833
WP28C,28,two,six,2/11/24 13:58,32.66,2.004,16.29740519,3265,14.62777778,188.7728,20.37833
WP29A,29,two,six,2/11/24 13:59,18.4,0.981,18.75637105,3265,14.62777778,188.7728,20.37833
WP29B,29,two,six,2/11/24 14:00,21.31,1.131,18.84173298,3265,14.62777778,188.7728,20.37833
WP29C,29,two,six,2/11/24 14:01,19.49,0.788,24.73350254,3265,14.62777778,188.7728,20.37833
WP30A,30,two,six,2/11/24 14:02,18.96,0.991,19.13218971,3265,14.62777778,188.7728,20.37833
WP30B,30,two,six,2/11/24 14:03,33.13,1.0808,30.65321984,3265,14.62777778,188.7728,20.37833
WP30C,30,two,six,2/11/24 14:04,30.35,1.8,16.86111111,3265,14.62777778,188.7728,20.37833
SD1A,1,three,seven,2/18/24 14:23,47.06,3.378,13.93132031,1918,14.15370556,105.3592,23.744
